"external_gene_name" "gene_biotype" "start_position" "end_position" "source"
"ENSRNOG00000055157" "Pard6g" "protein_coding" 76559811 76628041 "ensembl"
"ENSRNOG00000056053" "AABR07032821.2" "snoRNA" 84431212 84431309 "ensembl"
"ENSRNOG00000018309" "Chd4" "protein_coding" 157612536 157645659 "ensembl"
"ENSRNOG00000035454" "Mir323" "miRNA" 133861199 133861284 "ensembl"
"ENSRNOG00000016372" "Slc12a7" "protein_coding" 32086755 32141036 "ensembl"
"ENSRNOG00000009571" "Wipf3" "protein_coding" 84597323 84676775 "ensembl"
"ENSRNOG00000059615" "Exoc6b" "protein_coding" 116314695 116786424 "ensembl"
"ENSRNOG00000035637" "Mir29b2" "miRNA" 113782057 113782140 "ensembl"
"ENSRNOG00000042065" "Iqcf6" "protein_coding" 115328535 115329546 "ensembl"
"ENSRNOG00000048448" "AABR07019116.1" "miRNA" 89800784 89800912 "ensembl"
"ENSRNOG00000036682" "Pycr1" "protein_coding" 109818177 109821807 "ensembl"
"ENSRNOG00000046375" "LOC100910953" "protein_coding" 82816984 82819695 "ensembl"
"ENSRNOG00000004553" "Cox20" "protein_coding" 96219853 96224023 "ensembl"
"ENSRNOG00000006816" "Ubr5" "protein_coding" 76789531 76853840 "ensembl"
"ENSRNOG00000060433" "7SK" "misc_RNA" 72398148 72398353 "ensembl"
"ENSRNOG00000016248" "Sox18" "protein_coding" 177177310 177179127 "ensembl"
"ENSRNOG00000019363" "Inka1" "protein_coding" 116763001 116764780 "ensembl"
"ENSRNOG00000044833" "5S_rRNA" "rRNA" 49487970 49487998 "ensembl"
"ENSRNOG00000051704" "Zfp185" "protein_coding" 152999016 153031444 "ensembl"
"ENSRNOG00000048672" "Tmem207" "protein_coding" 77644541 77668754 "ensembl"
"ENSRNOG00000054652" "AABR07031347.1" "snoRNA" 10489208 10489348 "ensembl"
"ENSRNOG00000057740" "Ccdc148" "protein_coding" 44892219 45210474 "ensembl"
"ENSRNOG00000052012" "U1" "snRNA" 71697647 71697807 "ensembl"
"ENSRNOG00000004956" "Jade2" "protein_coding" 37270183 37311625 "ensembl"
"ENSRNOG00000017429" "Lat" "protein_coding" 197765644 197770669 "ensembl"
"ENSRNOG00000054084" "U6" "snRNA" 64927185 64927291 "ensembl"
"ENSRNOG00000023337" "Sema3a" "protein_coding" 18178656 18396035 "ensembl"
"ENSRNOG00000051865" "Metazoa_SRP" "misc_RNA" 148386031 148386318 "ensembl"
"ENSRNOG00000047847" "AABR07004975.1" "protein_coding" 173012247 173015511 "ensembl"
"ENSRNOG00000016262" "Dnase2b" "protein_coding" 252436332 252451999 "ensembl"
"ENSRNOG00000013469" "Txndc5" "protein_coding" 26925828 26953970 "ensembl"
"ENSRNOG00000048809" "Mir1247" "miRNA" 134626097 134626178 "ensembl"
"ENSRNOG00000061679" "AABR07054895.1" "protein_coding" 173241488 173249556 "ensembl"
"ENSRNOG00000056891" "U6" "snRNA" 27588643 27588749 "ensembl"
"ENSRNOG00000061775" "AABR07065531.34" "snoRNA" 133786136 133786230 "ensembl"
"ENSRNOG00000042246" "Tmem215" "protein_coding" 56797502 56800759 "ensembl"
"ENSRNOG00000056313" "U6" "snRNA" 32227738 32227844 "ensembl"
"ENSRNOG00000020431" "Matk" "protein_coding" 11325254 11330278 "ensembl"
"ENSRNOG00000061098" "AABR07050056.1" "snoRNA" 149367952 149368083 "ensembl"
"ENSRNOG00000058181" "AABR07019031.1" "snoRNA" 84876494 84876622 "ensembl"
"ENSRNOG00000007682" "Gria3" "protein_coding" 127562660 127829753 "ensembl"
"ENSRNOG00000050340" "AABR07071818.1" "miRNA" 132654771 132654890 "ensembl"
"ENSRNOG00000052156" "Gm26457" "snoRNA" 69955162 69955239 "ensembl"
"ENSRNOG00000050957" "LOC102555599" "protein_coding" 76113964 76114902 "ensembl"
"ENSRNOG00000059876" "Fsd1l" "protein_coding" 70441123 70511659 "ensembl"
"ENSRNOG00000047344" "Olr1409" "protein_coding" 36530719 36531660 "ensembl"
"ENSRNOG00000056530" "U6" "snRNA" 72626404 72626509 "ensembl"
"ENSRNOG00000016361" "Plcd4" "protein_coding" 81816872 81844364 "ensembl"
"ENSRNOG00000053444" "AABR07045682.1" "miRNA" 146 213 "ensembl"
"ENSRNOG00000058996" "AABR07017626.1" "lincRNA" 29384632 29388394 "ensembl"
"ENSRNOG00000046642" "LOC100910837" "protein_coding" 44876706 44877626 "ensembl"
"ENSRNOG00000015465" "Cep72" "protein_coding" 31835000 31864628 "ensembl"
"ENSRNOG00000055821" "AABR07003349.1" "lincRNA" 106861356 106862934 "ensembl"
"ENSRNOG00000014603" "Sgcg" "protein_coding" 41549331 41595345 "ensembl"
"ENSRNOG00000060796" "U4" "snRNA" 12213863 12213977 "ensembl"
"ENSRNOG00000053110" "AABR07045047.1" "protein_coding" 32797689 32798870 "ensembl"
"ENSRNOG00000053835" "AABR07035182.1" "lincRNA" 6233327 6234334 "ensembl"
"ENSRNOG00000042855" "Ahdc1" "protein_coding" 151211342 151277165 "ensembl"
"ENSRNOG00000055076" "AABR07025023.1" "lincRNA" 26080258 26098379 "ensembl"
"ENSRNOG00000052236" "AABR07004992.1" "protein_coding" 173275336 173284941 "ensembl"
"ENSRNOG00000036453" "5S_rRNA" "rRNA" 153099268 153099386 "ensembl"
"ENSRNOG00000010389" "Ndrg2" "protein_coding" 28305821 28314459 "ensembl"
"ENSRNOG00000051413" "AABR07066748.1" "lincRNA" 14479963 14486220 "ensembl"
"ENSRNOG00000017927" "Drd4" "protein_coding" 214278296 214281483 "ensembl"
"ENSRNOG00000055033" "AABR07056769.1" "lincRNA" 40553669 40559429 "ensembl"
"ENSRNOG00000054407" "AC108635.2" "snoRNA" 6637708 6637829 "ensembl"
"ENSRNOG00000059418" "Olr640" "protein_coding" 76917717 76918646 "ensembl"
"ENSRNOG00000059619" "AC241722.2" "lincRNA" 2027384 2039054 "ensembl"
"ENSRNOG00000043148" "AC125991.1" "pseudogene" 78934478 78935291 "ensembl"
"ENSRNOG00000050135" "AABR07039057.1" "miRNA" 67079034 67079102 "ensembl"
"ENSRNOG00000024019" "Ccdc6" "protein_coding" 19732894 19825150 "ensembl"
"ENSRNOG00000056400" "Hhipl2" "protein_coding" 101814574 101834584 "ensembl"
"ENSRNOG00000012891" "Mdh1b" "protein_coding" 70404093 70450170 "ensembl"
"ENSRNOG00000054168" "U6" "snRNA" 41672171 41672274 "ensembl"
"ENSRNOG00000051626" "U6" "snRNA" 31165115 31165221 "ensembl"
"ENSRNOG00000005902" "Ccdc34" "protein_coding" 101156212 101191363 "ensembl"
"ENSRNOG00000052589" "AABR07055548.1" "snoRNA" 5748467 5748588 "ensembl"
"ENSRNOG00000047489" "AABR07035427.1" "miRNA" 14102120 14102191 "ensembl"
"ENSRNOG00000006237" "Gpr37l1" "protein_coding" 51985684 51992693 "ensembl"
"ENSRNOG00000059471" "AABR07062492.1" "snoRNA" 179738551 179738663 "ensembl"
"ENSRNOG00000054213" "U6" "snRNA" 48166241 48166341 "ensembl"
"ENSRNOG00000010275" "Slc17a9" "protein_coding" 176230378 176246953 "ensembl"
"ENSRNOG00000014227" "Mrgprx3" "protein_coding" 103298174 103323476 "ensembl"
"ENSRNOG00000034772" "5S_rRNA" "rRNA" 42305895 42306012 "ensembl"
"ENSRNOG00000051955" "U7" "snRNA" 43412529 43412590 "ensembl"
"ENSRNOG00000001227" "Adarb1" "protein_coding" 11972381 12101047 "ensembl"
"ENSRNOG00000055321" "U2" "snRNA" 75832441 75832584 "ensembl"
"ENSRNOG00000033665" "Mrgprx2" "protein_coding" 103741503 103760913 "ensembl"
"ENSRNOG00000000187" "Csf2rb" "protein_coding" 119554354 119568776 "ensembl"
"ENSRNOG00000014652" "Aqp8" "protein_coding" 193424812 193430676 "ensembl"
"ENSRNOG00000056619" "U12" "snRNA" 231901029 231901178 "ensembl"
"ENSRNOG00000057906" "AABR07041039.1" "snRNA" 117820149 117820282 "ensembl"
"ENSRNOG00000021086" "Dtx4" "protein_coding" 228732985 228755866 "ensembl"
"ENSRNOG00000007998" "Ssb" "protein_coding" 56092501 56102001 "ensembl"
"ENSRNOG00000003088" "Arhgap31" "protein_coding" 64601029 64714252 "ensembl"
"ENSRNOG00000048924" "Islr" "protein_coding" 62946732 62948720 "ensembl"
"ENSRNOG00000035634" "Mir300" "miRNA" 133874144 133874233 "ensembl"
"ENSRNOG00000060375" "AABR07019744.1" "snoRNA" 2145768 2145895 "ensembl"
"ENSRNOG00000042274" "Fbxo31" "protein_coding" 53487613 53625673 "ensembl"
"ENSRNOG00000022934" "AABR07066818.1" "protein_coding" 17211759 17212628 "ensembl"
"ENSRNOG00000049610" "AABR07068850.1" "miRNA" 121872131 121872207 "ensembl"
"ENSRNOG00000019680" "Mst1" "protein_coding" 116857684 116862423 "ensembl"
"ENSRNOG00000053698" "SNORA71" "snoRNA" 67208427 67208550 "ensembl"
"ENSRNOG00000004964" "Erbb3" "protein_coding" 2989340 3010350 "ensembl"
"ENSRNOG00000053390" "AABR07059249.1" "snoRNA" 11558090 11558219 "ensembl"
"ENSRNOG00000056001" "Sftpd" "protein_coding" 18745458 18766174 "ensembl"
"ENSRNOG00000035476" "Mir212" "miRNA" 62014702 62014812 "ensembl"
"ENSRNOG00000057538" "Gm23951" "snoRNA" 70581807 70581936 "ensembl"
"ENSRNOG00000025076" "Ecpas" "protein_coding" 75931293 76039760 "ensembl"
"ENSRNOG00000061627" "Gm23674" "snoRNA" 18835587 18835718 "ensembl"
"ENSRNOG00000055459" "AABR07029768.2" "lincRNA" 49333516 49335196 "ensembl"
"ENSRNOG00000010274" "Smc4" "protein_coding" 165601007 165629415 "ensembl"
"ENSRNOG00000027906" "Ankrd11" "protein_coding" 55703824 55737500 "ensembl"
"ENSRNOG00000055337" "AABR07001054.1" "lincRNA" 35883694 35886326 "ensembl"
"ENSRNOG00000044889" "5S_rRNA" "rRNA" 81051937 81052027 "ensembl"
"ENSRNOG00000020115" "Ilkap" "protein_coding" 98514584 98536581 "ensembl"
"ENSRNOG00000061672" "AABR07003392.1" "lincRNA" 108617769 108663107 "ensembl"
"ENSRNOG00000061257" "AABR07037854.2" "snoRNA" 33678194 33678320 "ensembl"
"ENSRNOG00000048342" "Tbca" "protein_coding" 24449485 24505334 "ensembl"
"ENSRNOG00000017493" "Pias2" "protein_coding" 73378662 73524956 "ensembl"
"ENSRNOG00000058456" "AABR07051177.1" "lincRNA" 8611 10251 "ensembl"
"ENSRNOG00000060026" "AABR07052904.2" "snoRNA" 83631558 83631694 "ensembl"
"ENSRNOG00000054097" "AABR07004232.2" "lincRNA" 131688104 131690120 "ensembl"
"ENSRNOG00000059533" "U2" "snRNA" 117815303 117815505 "ensembl"
"ENSRNOG00000054898" "AABR07021433.2" "lincRNA" 71599525 71616000 "ensembl"
"ENSRNOG00000053682" "U1" "snRNA" 57833333 57833483 "ensembl"
"ENSRNOG00000048241" "LOC100910876" "protein_coding" 44971447 44972367 "ensembl"
"ENSRNOG00000045620" "AABR07052953.1" "protein_coding" 85544827 85545309 "ensembl"
"ENSRNOG00000058837" "AABR07022072.1" "lincRNA" 105918276 105919602 "ensembl"
"ENSRNOG00000036432" "AABR07008505.1" "miRNA" 62556301 62556406 "ensembl"
"ENSRNOG00000010170" "Tubb4b" "protein_coding" 2441733 2444281 "ensembl"
"ENSRNOG00000054726" "AABR07068163.1" "lincRNA" 86775393 86781781 "ensembl"
"ENSRNOG00000056030" "AABR07011090.1" "miRNA" 157723983 157724078 "ensembl"
"ENSRNOG00000011488" "Sergef" "protein_coding" 102461329 102664951 "ensembl"
"ENSRNOG00000059433" "AABR07068810.2" "lincRNA" 120345013 120349717 "ensembl"
"ENSRNOG00000008721" "Crnn" "protein_coding" 193429176 193431487 "ensembl"
"ENSRNOG00000058496" "U6" "snRNA" 130313411 130313517 "ensembl"
"ENSRNOG00000053800" "AABR07042440.1" "lincRNA" 155800010 155804200 "ensembl"
"ENSRNOG00000044838" "5S_rRNA" "rRNA" 27204832 27204958 "ensembl"
"ENSRNOG00000026502" "Dscc1" "protein_coding" 94758800 94774569 "ensembl"
"ENSRNOG00000024839" "Tysnd1" "protein_coding" 31313018 31318736 "ensembl"
"ENSRNOG00000020730" "Nbr1" "protein_coding" 89459650 89484080 "ensembl"
"ENSRNOG00000047041" "AC131537.3" "miRNA" 109839042 109839126 "ensembl"
"ENSRNOG00000053693" "AABR07015064.1" "misc_RNA" 46566775 46566861 "ensembl"
"ENSRNOG00000059865" "Dnah12" "protein_coding" 2379480 2534131 "ensembl"
"ENSRNOG00000010538" "Commd7" "protein_coding" 149101243 149115209 "ensembl"
"ENSRNOG00000033119" "Plcb4" "protein_coding" 128756799 128971746 "ensembl"
"ENSRNOG00000009342" "Fcnb" "protein_coding" 6617751 6626284 "ensembl"
"ENSRNOG00000059647" "U6" "snRNA" 56105847 56105953 "ensembl"
"ENSRNOG00000012650" "Mrpl3" "protein_coding" 113603533 113626893 "ensembl"
"ENSRNOG00000021092" "Scnm1" "protein_coding" 196300239 196304169 "ensembl"
"ENSRNOG00000048555" "AC103514.1" "protein_coding" 5183793 5183954 "ensembl"
"ENSRNOG00000060162" "U6" "snRNA" 188408326 188408432 "ensembl"
"ENSRNOG00000007895" "Pdhb" "protein_coding" 18539210 18546854 "ensembl"
"ENSRNOG00000036615" "RGD1560242" "protein_coding" 241338704 241460868 "ensembl"
"ENSRNOG00000060224" "AABR07048340.1" "lincRNA" 73711894 73726959 "ensembl"
"ENSRNOG00000017946" "Ctsq" "protein_coding" 3991330 3996889 "ensembl"
"ENSRNOG00000027098" "Sez6l2" "protein_coding" 198383201 198403544 "ensembl"
"ENSRNOG00000058843" "AABR07049508.1" "lincRNA" 124924315 124928910 "ensembl"
"ENSRNOG00000023870" "Sh2d7" "protein_coding" 59111271 59121539 "ensembl"
"ENSRNOG00000056312" "AABR07067743.1" "miRNA" 60496705 60496771 "ensembl"
"ENSRNOG00000054362" "AABR07066470.1" "lincRNA" 9086130 9104818 "ensembl"
"ENSRNOG00000058911" "AABR07057611.1" "lincRNA" 80164718 80165208 "ensembl"
"ENSRNOG00000032869" "Crygf" "protein_coding" 72933304 72935468 "ensembl"
"ENSRNOG00000060453" "LOC102551820" "lincRNA" 16515034 16522858 "ensembl"
"ENSRNOG00000054798" "7SK" "misc_RNA" 75508664 75509002 "ensembl"
"ENSRNOG00000025501" "Snx31" "protein_coding" 75309255 75364166 "ensembl"
"ENSRNOG00000059136" "AC141997.1" "lincRNA" 126701934 126704689 "ensembl"
"ENSRNOG00000057934" "Tmx1" "protein_coding" 92864123 92874204 "ensembl"
"ENSRNOG00000058206" "AABR07058788.4" "lincRNA" 137515388 137526685 "ensembl"
"ENSRNOG00000041609" "AABR07073414.1" "miRNA" 62853737 62853847 "ensembl"
"ENSRNOG00000001773" "Senp2" "protein_coding" 82630436 82664630 "ensembl"
"ENSRNOG00000058351" "AABR07028511.1" "lincRNA" 73064657 73067658 "ensembl"
"ENSRNOG00000056788" "AABR07070901.1" "lincRNA" 90738126 90752952 "ensembl"
"ENSRNOG00000049682" "AABR07041374.1" "miRNA" 127804071 127804155 "ensembl"
"ENSRNOG00000058372" "Ac1576" "protein_coding" 71342035 71358190 "ensembl"
"ENSRNOG00000021104" "Emp3" "protein_coding" 101900733 101903910 "ensembl"
"ENSRNOG00000055745" "AABR07043748.2" "lincRNA" 38365475 38385915 "ensembl"
"ENSRNOG00000016091" "Tmem169" "protein_coding" 79630604 79654688 "ensembl"
"ENSRNOG00000005147" "Ccdc157" "protein_coding" 84376591 84393421 "ensembl"
"ENSRNOG00000053982" "U1" "snRNA" 65358137 65358265 "ensembl"
"ENSRNOG00000004834" "Llgl2" "protein_coding" 104368247 104403724 "ensembl"
"ENSRNOG00000043494" "LOC681385" "protein_coding" 5277965 5281348 "ensembl"
"ENSRNOG00000006553" "Bnc2" "protein_coding" 102415847 102786331 "ensembl"
"ENSRNOG00000048522" "Avpr1b" "protein_coding" 48367307 48378831 "ensembl"
"ENSRNOG00000058498" "LOC100912596" "protein_coding" 19 836 "ensembl"
"ENSRNOG00000050880" "AABR07071905.2" "miRNA" 100676091 100676170 "ensembl"
"ENSRNOG00000034366" "5S_rRNA" "rRNA" 59470573 59470677 "ensembl"
"ENSRNOG00000036689" "P4hb" "protein_coding" 109736458 109747987 "ensembl"
"ENSRNOG00000045626" "Pkd1l2" "protein_coding" 49535792 49623758 "ensembl"
"ENSRNOG00000052035" "Olr502" "protein_coding" 73754569 73755510 "ensembl"
"ENSRNOG00000060409" "7SK" "misc_RNA" 14262525 14262844 "ensembl"
"ENSRNOG00000036665" "AC110474.1" "protein_coding" 110438144 110438704 "ensembl"
"ENSRNOG00000005437" "Rida" "protein_coding" 73256508 73270308 "ensembl"
"ENSRNOG00000048222" "Nlrc5" "protein_coding" 10905542 10976396 "ensembl"
"ENSRNOG00000037967" "Thap7" "protein_coding" 87399483 87403367 "ensembl"
"ENSRNOG00000004681" "Eny2" "protein_coding" 83348694 83357492 "ensembl"
"ENSRNOG00000055270" "Olr507" "protein_coding" 73800530 73801471 "ensembl"
"ENSRNOG00000045738" "Ak4" "protein_coding" 120250616 120305897 "ensembl"
"ENSRNOG00000054654" "AABR07073489.1" "snoRNA" 69810245 69810333 "ensembl"
"ENSRNOG00000042962" "Pdss2" "protein_coding" 47966583 48192743 "ensembl"
"ENSRNOG00000012730" "Lrrk1" "protein_coding" 127166431 127292090 "ensembl"
"ENSRNOG00000032434" "Olr517" "protein_coding" 74058255 74059247 "ensembl"
"ENSRNOG00000052635" "SNORA62" "snoRNA" 13904690 13904862 "ensembl"
"ENSRNOG00000016105" "Xrcc5" "protein_coding" 79659251 79748078 "ensembl"
"ENSRNOG00000024046" "Sprr3" "protein_coding" 192641790 192642548 "ensembl"
"ENSRNOG00000052898" "AABR07014552.2" "snoRNA" 21268176 21268309 "ensembl"
"ENSRNOG00000054403" "Olr168" "protein_coding" 159212 160171 "ensembl"
"ENSRNOG00000015566" "Atp6v1e2" "protein_coding" 10511452 10515370 "ensembl"
"ENSRNOG00000046565" "AABR07035819.1" "miRNA" 23598943 23599066 "ensembl"
"ENSRNOG00000031569" "Zfp648" "protein_coding" 71656651 71658255 "ensembl"
"ENSRNOG00000047452" "LOC686209" "protein_coding" 137775801 137776754 "ensembl"
"ENSRNOG00000060114" "LOC103694878" "protein_coding" 40280 40777 "ensembl"
"ENSRNOG00000048138" "Zfp566" "protein_coding" 88415257 88428685 "ensembl"
"ENSRNOG00000017554" "Adam3a" "protein_coding" 72086878 72136687 "ensembl"
"ENSRNOG00000009519" "Ttc39a" "protein_coding" 129043675 129082442 "ensembl"
"ENSRNOG00000051887" "7SK" "misc_RNA" 3872617 3872912 "ensembl"
"ENSRNOG00000052620" "Rack1" "protein_coding" 34149717 34155198 "ensembl"
"ENSRNOG00000004972" "Upp1" "protein_coding" 89314176 89334276 "ensembl"
"ENSRNOG00000001242" "Gstt3" "protein_coding" 13817795 13825475 "ensembl"
"ENSRNOG00000000718" "Cggbp1" "protein_coding" 1896209 1915587 "ensembl"
"ENSRNOG00000005793" "Olr588" "protein_coding" 75936795 75937739 "ensembl"
"ENSRNOG00000027799" "Tmie" "protein_coding" 119142434 119157071 "ensembl"
"ENSRNOG00000045800" "AABR07016640.2" "miRNA" 108818499 108818575 "ensembl"
"ENSRNOG00000054055" "U6" "snRNA" 100824987 100825091 "ensembl"
"ENSRNOG00000052894" "Epg5" "protein_coding" 74299931 74395547 "ensembl"
"ENSRNOG00000015124" "Gpam" "protein_coding" 275846819 275906686 "ensembl"
"ENSRNOG00000055272" "AABR07044405.1" "miRNA" 4808184 4808295 "ensembl"
"ENSRNOG00000000322" "Atg5" "protein_coding" 49318308 49393140 "ensembl"
"ENSRNOG00000019936" "Anapc15" "protein_coding" 166983175 166985054 "ensembl"
"ENSRNOG00000059742" "U6" "snRNA" 141358930 141359032 "ensembl"
"ENSRNOG00000057838" "U1" "snRNA" 162797823 162797986 "ensembl"
"ENSRNOG00000056315" "U6" "snRNA" 223523921 223524027 "ensembl"
"ENSRNOG00000004809" "AC103012.1" "protein_coding" 102415956 102430151 "ensembl"
"ENSRNOG00000013281" "Mib1" "protein_coding" 1970914 2094920 "ensembl"
"ENSRNOG00000011700" "Ptprm" "protein_coding" 114846095 115555261 "ensembl"
"ENSRNOG00000058897" "AC242055.1" "miRNA" 1252638 1252732 "ensembl"
"ENSRNOG00000047567" "AABR07044952.1" "miRNA" 27996722 27996817 "ensembl"
"ENSRNOG00000048684" "5S_rRNA" "rRNA" 13660684 13660756 "ensembl"
"ENSRNOG00000001510" "AC120066.1" "pseudogene" 59587569 59588023 "ensembl"
"ENSRNOG00000060600" "AABR07025568.1" "miRNA" 40474267 40474352 "ensembl"
"ENSRNOG00000052317" "7SK" "misc_RNA" 64346703 64346801 "ensembl"
"ENSRNOG00000047788" "LOC100910227" "protein_coding" 43023622 43024557 "ensembl"
"ENSRNOG00000009795" "Nfib" "protein_coding" 100439082 100647727 "ensembl"
"ENSRNOG00000042114" "Erich1" "protein_coding" 80601973 80667781 "ensembl"
"ENSRNOG00000058127" "AABR07030706.1" "lincRNA" 100873994 100878720 "ensembl"
"ENSRNOG00000053744" "AABR07060291.1" "miRNA" 66236902 66236970 "ensembl"
"ENSRNOG00000007439" "Unc13d" "protein_coding" 104613928 104628676 "ensembl"
"ENSRNOG00000029824" "AC123185.1" "protein_coding" 108956448 108956912 "ensembl"
"ENSRNOG00000031244" "LOC108349606" "protein_coding" 4371051 4371899 "ensembl"
"ENSRNOG00000061409" "SNORA66" "snoRNA" 2863563 2863694 "ensembl"
"ENSRNOG00000057717" "AABR07016721.1" "lincRNA" 112422955 112467189 "ensembl"
"ENSRNOG00000018582" "Exosc6" "protein_coding" 43191390 43192208 "ensembl"
"ENSRNOG00000048379" "AABR07028480.9" "miRNA" 71811293 71811387 "ensembl"
"ENSRNOG00000055071" "AABR07050415.1" "lincRNA" 164235502 164240388 "ensembl"
"ENSRNOG00000058663" "Suz12" "protein_coding" 67325347 67369668 "ensembl"
"ENSRNOG00000051599" "U6" "snRNA" 193279978 193280083 "ensembl"
"ENSRNOG00000058335" "AABR07051879.1" "lincRNA" 25335682 25351082 "ensembl"
"ENSRNOG00000015301" "Elp2" "protein_coding" 16544508 16581116 "ensembl"
"ENSRNOG00000056422" "Snord104" "snoRNA" 94696646 94696715 "ensembl"
"ENSRNOG00000019566" "LOC100911109" "protein_coding" 152143811 152148029 "ensembl"
"ENSRNOG00000060422" "AC120076.1" "lincRNA" 76806359 76812949 "ensembl"
"ENSRNOG00000056614" "U1" "snRNA" 117499447 117499598 "ensembl"
"ENSRNOG00000053585" "AABR07056014.1" "lincRNA" 18340038 18341759 "ensembl"
"ENSRNOG00000038432" "Sh2d1b2" "protein_coding" 88557860 88577691 "ensembl"
"ENSRNOG00000045491" "5S_rRNA" "rRNA" 47041989 47042105 "ensembl"
"ENSRNOG00000010277" "Idh3a" "protein_coding" 59164572 59183908 "ensembl"
"ENSRNOG00000053572" "AABR07026361.1" "lincRNA" 74060539 74062160 "ensembl"
"ENSRNOG00000048471" "AABR07054355.1" "protein_coding" 149741312 149741953 "ensembl"
"ENSRNOG00000046209" "AABR07035267.1" "miRNA" 9001134 9001259 "ensembl"
"ENSRNOG00000009282" "Nub1" "protein_coding" 6951478 6978073 "ensembl"
"ENSRNOG00000058159" "AABR07052892.1" "miRNA" 81490384 81490457 "ensembl"
"ENSRNOG00000058442" "AABR07057510.1" "lincRNA" 75167065 75170461 "ensembl"
"ENSRNOG00000046712" "Mir3556b-2" "miRNA" 38238896 38239002 "ensembl"
"ENSRNOG00000060037" "AABR07014638.1" "lincRNA" 24182755 24188263 "ensembl"
"ENSRNOG00000008794" "Ube2e1" "protein_coding" 8125526 8177781 "ensembl"
"ENSRNOG00000055724" "SNORD115" "snoRNA" 116771740 116771823 "ensembl"
"ENSRNOG00000015293" "Tcte3" "protein_coding" 56970654 56982642 "ensembl"
